ma_san_pham,noi_dung_binh_luan,label
357100011,kém không_bao,0
422209444,nồng không_quá nhạy_cảm chừng,0
237800005,mịn mềm rẻ toác,2
204900159,hãng căng không độ trầm_trọng,0
422206823,mặt_nạ dưỡng thiết_kế ôm sát không_quá không_hề nồng đắp độ,2
422211195,yêu thơm nhẹ êm,2
204100054,sạch sâu không_khô căng tập_thể đàn_ông nghiện dầu_xài thoáng nhẹ,2
206400010,nhân niêm yên_tâm kết_quả,1
204100003,nhờn tiện_lợi tối,2
422209841,rất_nhanh giả,2
249500027,không_tone ưu_điểm lót mướt không_bị,2
422205164,sản phẩn_lượng sử,2
422205809,rất_ giấy mịn rất_nhiều_tinh đặp,2
422221873,nhẹ không_vàng áo,2
422214321,nhẹ đỉnh,2
422207812,tế_bào chết,2
204100078,ủng_hộ eucerin dài_dài rất_tuyệt xịt_khoáng hiệu_quả eucerin xịn suốt,2
308100018,thấy_mọi người_nói châm_chít cũng_hơi sợ_thấy mịn_màng thích_quá yêu,2
237800005,mềm hút ipek thành chân_ái,2
248700001,sạch sâu,2
422206101,mình_thiên dầu_dùng arbutin_trắng mask_dày dặn_nhiều có_căng mịn_và sáng_hơn thật_mình retinol_cấp _kiềm dầu_tốt cả_không gây_kích ứng_lên mụn_nhưng cũng_không giảm_mụn cũ_trước,2
204900128,rất_sạch không_quá xíu_độ rất_nên,2
335100011,hồi bảng thành_phần đẹp trị hiệu_quả tương_xứng rất_đáng,2
422200306,mụn_ẩn chữ nóng đống nhận_xét xĩu khuyên mạng hỉu kĩ_loại hợp rất_lấy yêu,2
253900003,phục_hồi trị nhẹ chủ_yếu trị khỏe,2
224100009,bảng thành_phần đẹp độ chuẩn,2
422211501,mình_sử dụng_cetaphil cũng_mềm mịn_mình dầu_rất nhiều_nên phải_sử dụng_lượng lớn_sữa nhưng_sử dụng_loại này_thì chỉ_cần ít_sữa sạch_ít bọt_rửa sờ_mặt trơn_rất thích_mình thâyd_hơi lần_hết sẽ_mua tiếp,2
223600035,rất_thất vọng không_bao,0
422205162,cực_kỳ đắp đỡ sưng đỏ đỡ tiết_dầu căng mịn,2
422203300,rất_thích mềm không_bị,2
201600198,không_hợp nguyên vỏ,2
253900006,kèm,2
422200236,đỉnh vô mát,2
422202580,khảo_mãi thì_mình quyết_định mua_dòng này_giá với_tích,2
223600040,không_ưng bết không_ăn_nhập gán phí,0
386000015,dùng_khá _nếp nhăn_cải mình_cũng không_nhiều nếp_nhăn,2
249500019,test cửa_hàng thích tím hương nhẹ nào_mẫn_cảm,2
422201448,bha liều viêm khô_cằn rát đỏ godnoc chẳng quyết_định hoài retinol,2
249500011,sữa recomend,2
422202362,nhạy_cảm cân_nhắc căng,0
422216416,dầu_dùng loại_này kiềm_dầu mà_loại này_thấy sài_nhanh hết_ạ nó_loãng nên_mỗi lần_xịt cũng_hơi nhiều_tuýp chắc_dùng,2
245500002,thương_hiệu đắt kiểu hít đồ thơm,2
249500013,đáng_tiền thấm_nhanh ráo_và không_mùi cũng_không gây_cảm có_cái xài_hơi nên_đầu,2
249500027,mình_hỗn hợp_thiên dầu_mình dùng_này thì_bị đổ_dầu chút_mình thấy_cũng không_tone được_bao nhiêu_vì có_chức năng_nước nữa_nên,1
308500004,nhạy_cảm không_thích hắc,2
204900005,sạch không_kích,2
422211878,hồng trị trưa chiều mờ thâm,2
100230070,tồn_tại,2
308500018,dẽ_dàng thoải_mái,2
422219400,acnes đỉnh hiệu_quả cải_thiện nhẹ,2
422221911,mịn nhạt hãng bảo bình_thường,2
422210047,mụn_ẩn lỗ chân lông thông_thoáng việt,2
422211389,thích sạch,2
100220035,rẻ hãng yên_tâm cực bảo_cảnh,2
422214342,bệch nhẹ lỗ chân lông không_sáng,1
345800007,rất_nhạy_cảm thích ghê,2
204900056,rấy dịu,2
200400003,với_nhạy cảm_cũng không_bị _bioderma,2
422208976,cực_kỳ độ thích không_mùi gắt_nồng syêu nhẹ,2
100160021,không_nhìn kĩ thành bết tán,2
365000013,mặt_nạ hiệu_quả dưỡng_hơi,2
308500015,mặt_nạ sợ dị_ứng cười liều đắp ngờ,2
204900128,chân_ái đổi căng khô_xí đầy_đủ thích cực,2
205100146,không_thấy tặng tím,0
205100136,cảm_nhận thích hợp,2
422203173,thơm tàn áp,2
253900003,sản phảm dịp ủng_hộ tiếp yêu,2
422202253,bất_tiện,0
204100024,vết trầy sức không_hề rát không_gây,2
422200152,tặng tuýp ưng,2
422204906,ủng_hộ tiếp,2
249500027,mình_xài tới_tuýp tone_hợp với_học giá_cũng không_bị bết_hàng,2
308500013,thị_hiền rất_thoải mái thư_giãn,2
422208807,hadalabo nắp gợi_ý mê giây,2
249500013,sữa_lỏng tán nhẹ_nhàng cực,2
100180113,bí,0
100230064,gói nguyên không_thấy ngứa rát rất_sạch,2
422203776,mềm êm,2
345800013,thích nhẹ căng,2
318900009,từ_ngày xài_thử này_xài liên_tù đừng_nó dưỡng_trắng gì_cả rồi_nói vô_thưởng nó_chỉ đơn_giản dưỡng_thôi và_đã làm_tốt với_giá tiền_của các_brand cấp_hơn nhưng_cũng chỉ_dưỡng thì_mình hẳn_dùng,2
318900011,thơm nhẹ mềm,2
365000012,rẻ_tính đắp dè trưa ngủ dậy căng hú hồn,2
248700053,độ,2
422211446,giá_cả bổ rẻ,2
422222535,êm khó_chịu,2
248700027,hương dễ_chịu rất_tiện trôi đi bơi_không_rất xịt rất_tốt,2
204900024,nhẹ không_bị,2
308500018,lỗi,0
422203609,hỗn_hợp thiên_dầu đêm_hôm đổ dễ_chịu dưỡng trưa xịt_khoáng aply tối đổ siêu_siêu,2
422207736,đóng_gói hạn tặng mặt_nạ mát nắp đắp mặt_nạ mát thư_giãn đắp bớt đổ bớt sưng bớt đỏ,2
253900003,cấp_nước mịn bha lành thích rẻ,2
205100136,nắp nhạt rất_không kích_ứng không_mùi rất_dễ đậm_xài lắc xơ sạch không_đâu rát không_khích_ứng không_mùi,2
248700034,cảm_nhận mềm mịn đỡ sần vỏ viêm viêm đỏ không_hề nóng,2
253900004,mát dịu độ thẩm_thấu tầm,2
256700012,kêu vô đông tróc chữ mịn,2
249500027,finish đẹp nhũ nhẹ ưng rất_yên_tâm tư_vấn kỹ,2
204100023,chấm đỉnh cồi kết_hợp treatment đi nặn sạch trì,2
204900004,xái sạch đỡ mụn_ẩn,2
100220035,từ_lúc dùng_bha thấy_có cải_thiện rõ_nhưng cũng_mất chừng_tháng đỡ_dầu hơn_đáng kể_nhiên mình_dùng hằng_đêm mới_hiệu quả_như vậy_dùng lần_tuần thì_cải mụn_đầu đen_sợi bã_nhờn có_nhỏ hơn_nhưng cũng_phải kết_hợp các_bước trình_skincare,2
248700042,tư_vấn mẹ mẹ căng đẹp trông,2
225200013,thề thích dưỡng môi hạn_hán môi căng căng sướng dày đi ngủ môi lớp_dưỡng quẹt nhẹ môi chết môi căng_mọng,2
205100136,sạch hợp_lý thích_hợp học chăm_sóc khách_hàng trải_nghiệm,2
205100137,tặng dưỡng tóc,2
205100137,masacara trôi kích_ứng,2
422209444,bình_thường ngợi,0
418800002,thành_phần lành_tính lên_vài đêm_thôi ạ_láng mướt_nhìn thích_và bạn_nào mụn_nhiều và_cực kỳ_nhạy cảm_cũng xài_luôn vì_nó cực_kỳ lại_cầm,2
343100029,không_kích,2
308500015,mặt_nạ mũi hụt chân mũi,2
422207810,cũng_bình có_thấy ngừa_mụn thì_mờ nhạt_lắm chắc_mua lại_được cái_gây kích_ứng mình_nên dùng_mặt,0
422202045,có_lẽ nhạy_cảm đỏ ngứa chắc_hợp,2
422206648,xài_chắc cũng_chục rồi_không có_gì,2
204100018,thiệt_sự đồ_của eucerin_đỉnh mình_bị mụn_xài nguyên_bộ của_eucerin tới_giờ gần_tháng mình_khỏe hơn_đỡ đổ_dầu hơn_mụn cũng_hết giờ_chỉ còn_thâm nhẹ_thôi luôn_á thiệt_sự nên_đầu tư_sản phẩm_của eucerin_kì,2
422210711,khô_xài cực_kỳ hợp dưỡng không_bị thời khỏe,2
422209262,chấp_nhận không_quá,1
331300023,hỗn_hợp áp vệt nhẹ nhanh_chóng tệp không_bị trôi đổ bảng thành_phần rất_lành cộng,2
248700058,mịn không_bị căng sạch sâu nhạy_cảm duyệt,2
223600032,tạm_thời tặng kèm rất_tone,2
100230064,dịu nhẹ sạch sâu,2
422207413,nắng_lỏng quá_lên bật_tone làm_lót điểm_rất _bạn nào_khô cần_thì xài_cũng,2
422205122,căng đêm kết_hợp dưỡng đổ,2
213300093,tróc cực đỉnh,2
422209635,không_như cảnh không,2
201600019,mát bết,2
422205164,mát dễ_chịu hiệu_quả yêu yêu yêu,2
308500009,hương thư_giãn,2
422211446,không_hề quảng_cáo,0
331300019,bước_tiến khóa đỡ chấm còi lỗ chân lông,2
204900159,siêu_sạch không_bị đổ,2
100180148,finish lỗ chân_lông tuýp,2
422204259,thích tuýp không_bị rít mịn,2
422212333,mềm đường viền xơ,2
422205122,phục_hồi đỉnh giải_quyết vãi đái,2
249500027,tạm xét cỡ tội hiệu_ứng bling_bling không_thích dày đánh phấn đậm í không_tốt kháng kém đi mưa chảy sữa,2
422216990,đánh_liều mua_loại mate_về trải_nghiệm vì_cảnh thấy_hợp đang_treatment mà_giá lên_mặt thì_thấy mỏng_nhẹ thấm_nhanh và_kiềm dầu_khá tốt_mình hôm_đi học_thêm chạy_cả đi_cả về_nửa tiếng_không ở_lớp có_máy lạnh_tiếng rưỡi_đeo tới_lúc về_thấy đổ_xíu dầu_chỗ cánh_mũi với_dưới nước_cũng lười_viết đlắm_mà gặp_được ưng_quá phải_dành,2
422203807,không_thực hài_lòng,0
422216352,toàn trộm_vía tiết láng vọng lâu_dài sạch,2
204100019,bàn skincare toàn acne dịu nhẹ,2
422209444,rất_nhẹ môi,2
249500027,mình_định mua_online mà_hôm trước_tiện ghé_cửa hàng_nên lỏng_lên tạo_hiệu ứng_căng bóng_và lấp_lánh giá_cả cũng_khá rẻ,2
422212097,không_lên thoáng rất_thích thơm rẻ,2
205100136,xài_cũng hasaki_làm việc_tín,2
422211489,sạch thiết_kế đẹp,2
200400004,bio chê đỉnh chân_ái đời,2
422206101,lắm_không bị_lên mụn_cấp,2
205100136,không_châm không_điểm,2
422207413,thành_phần không_chứa toàn,0
422206042,thích cực mịn,2
100190059,sữa mùa ghiền bọt,2
345800013,dịu bớt,2
422207413,lành_tính kén nhạy_cảm mạnh_dạng test vệt vón_cục,2
422208807,bọc rất_cẩn thận,2
422208807,rất_dễ,2
422205160,thư_giãn,2
205100137,rất_sạch rất_nhiều,2
318900019,hiệu_quả dưỡng đêm căng,2
422216990,gì_để chê_nhưng,1
422201090,dùng_mới được_tuần thấy_quầng thâm_giảm cũng_căng hơn_chứ nhăn_nữa í_dạng mỏng_nhẹ nên_dễ,2
293500050,điều_trị liễu liên_hệ zalo ạ_kết,2
422210047,thích toner_đam hãng độ,2
204900024,dịu nhẹ sạch thơm rất_dễ chuyển_hiệu,2
422202216,mình_thấy hàng_rất nhanh_sử dụng_máy rửa_mặt được_nửa tháng_thấy không_bị hư_gặp cũng_sạch,2
422200306,rác nóng hương liệu nồng,2
100230057,chữ đổ hồi dịu nhẹ đổ khuyên hỗn_hợp dầu_xài siêu_thích,2
308500004,mặt_nạ tràm trà rất_nhiều rất_tốt đắp mà_còn rất_hiệu,2
422208807,sạch dịu nhẹ không_ưng nắp cứng rất_đau đứt khắc_phục lỗi,2
422203901,rất_tốt không_bị,2
422204167,đặc tán thích_hợp đêm cân_nhắc nặn,2
201600019,rất_nhiều ưng phục_hồi khỏe,2
205100146,xài_sạch _ngày nào_mình cũng_xài bữa_nào đi_không cần_rửa mặt_lại với_nước,2
249500019,tốt_tư vấn_nichị _giá cũng_tốt hơn_các này_mình mua_nhiều nơi_thì hasaki_giá vẫn_nhất,2
358300003,màng mướt,2
422205162,ử_dụng rất_thoải mái thư_giãn,2
100220035,đóng_gói miễn chê,2
422211447,rất_nhiều ưng khuyến_mãi để_dành dần,2
422207283,pum rất_vệ,2
204000071,râm dưỡng rẻ,2
249500021,này_kiềm dầu_cực học_thể dục_mà mặt_vẫn bạn_bè,2
204900004,tuýt đỉnh nhạy_cảm rất_ạ,2
422203671,xài_rất mình_ghiền mà_muốn cũng_đắp luôn_đỡ mụn_nên,2
422208973,hồi_kì đi liễu bác_sĩ mịn dần khỏe mê,2
422203807,dày hút giá_thành rẻ không_bị,2
422213312,rất_rửa sạch,2
422205162,mặt_nạ đắp siêu_thích,2
422208976,rất_thích không_bị mà_còn rất_dễ,2
293500043,thời tuyệt_vời,2
422206648,giả,2
200400004,sạch nhạy_cảm,2
422213312,bọt sạch rất_dễ dị_ứng sữa_rửa căng rất_nhiều không_đến nồng bình,2
100160021,rất_mặc lót dưỡng,2
204100024,aply mát dùg hiện_tượng kích_ứng kích_ứng kỹ,2
422209719,đắp_sáng ngủ_dậy rửa_mặt mà_thấy mặt_sáng bừng_cấp,2
422207414,cỡ dứi hợp kiểu finish cực đẹp í,2
422215804,công_tâm streatmen nhẹ tiếng đỗ tiếng thoáng,2
206700001,lần_đầu đắp_thấy cũng_sủi bọt_nhìn thích_thích,2
200400004,giúp,2
422204947,không_như cải_thiện,0
422213312,làm_sạch _tạo bọt_tốt hơn_hada labo_nhưng cũng_khô hơn_hada labo_với lại_hada labo_mình thấy_làm thông_thoáng,2
200400004,hợp thơm,2
422208976,mình_rất nhạy_cảm nên_lúc hàng_bản tiếng_thái vì_tiếng thì_rất và_với bên_hasaki thì_họ bảo_chỉ đổi_phần thôi_nhưng mình_nghĩ thành_phần cũng_đã đổi_ít nhiều_vì đặc_hơn với_mùi cũng_khác lắm_mọi người_cũng nên_cân nhắc,2
335100004,thì_mình đã_xài cũng_wash nhưng_đây lần_đầu mua_ở shop_rửa thì_mặt vẫn_còn bị_khô căng_như các_loại khác_bạn nào_thường như_mình tuýp_nhìn nhỏ_nhưng xài_khá lâu_không sợ_nhanh hết_đâu,2
205100146,giá_cả rất_không_hề kích_ứng đóng_gói rất_chắc chắn hiệu_quả rất_tốt,2
422216596,hốt serum_lỏng thích_hợp hôi_sản_phẩm hét,2
422204028,nhẹ hợp kỹ tầm sạch châm chích nhẹ,2
422216603,tặng,2
243300007,rẻ chỗ rất_nhiều xơ_bông,2
345800003,khoản cầm đỏ sưng viêm rất_nhiều,2
422209322,cũ châm_chít thích cũ,2
422200236,đỉnh mát,2
253900004,bảo tặng kèm đóng,2
422204795,hiệu_quả ủng_hộ dài_dài,2
253900005,tiếp,2
100230057,chê,2
422209635,mài rất_mùi nồng thiết_kế mặt_nạ bề đắp bự miếng,2
204100079,xịt vô mát tiếp thích,2
200400003,mã_vạch hãng ủng_hộ sảm_phẩm tiếp,2
204100079,mìm_tìm mua_trên shope_thấy giá_của nó_hợp lí_mà xài_cũng có_độ lên_liền xài_thích,2
204100018,dùng_tới tuýp_thứ mình_khỏe lên_trông thấy_trộm vía_hết mụn_gặp có_licochalcone giúp_ngăn ngừa_mụn nên_mình vẫn_tgì dùng_để,2
422209841,trình đừng nản đẹp căng,2
225300002,lỗ chân_lông đen kèm niacinamide đen rất_hiệu,2
422209720,tinh mặt_nạ ôm sát_mặt đắp đắp cực_kì không_bị mướt hộp_miếng,2
249500007,rất_rất ưng tiếng tí,2
308500013,rất_thất vọng không_hề,0
249500013,đỉnh lỏng sữa khả_năng kháng cực quên tầm thành_nguyên chảo kết chân_ái tối á_điêu bóng_bóng tầm set bí phân_vân mạnh_dạn liền hối_hận yêu,2
204100023,tuýp trị trị thâm cải_thiện nhiên trị lưu_ý kết_hợp cùng_dưỡng khắc_phục,2
422219399,ngủ dậy dưỡng aply không_bị lớp_màng,2
245500009,nhẹ_nhàng mịn,2
422208807,nói_chứ dùng_rồi và_lần mua_ở hấki_dùng được_ẻm mê_luôn không_muốn hên_mình toàn_mua lúc_nên bổ_rẻ,2
318900002,aply nóng_nhẹ căng nhẹ cân_xứng,1
422204259,kbiết đuok khoản lằng_nhằng,2
422216416,không_nên dùng_với balàm_vì sẽ_có hơi_dễ vón_cục điểm_cộng cái_đầu nhấn_lấy _nói cũng_chứ kiểu_như mấy_bạn cảnh,2
422207401,độ miêu_tả độ thơm phòng máy_lạnh cực,2
422206149,bụi,1
100240016,đóng_gói miễn,2
422206648,không_đáng,0
422203146,ngăm đẹp treat,2
422204947,đọc quyết_định miếng hời rẻ chỗ ý_bông mềm không_quá dày vụn tiết_kiệm không_thì không_rõ thế_này,2
422204775,rẻ chà_bá á_giữ khum nồng nhạy_cảm,2
422205808,mặt_nạ bơ đắp đỉnh dưỡng không_đến mặt_nạ,2
365000017,tủ_lạnh đắp,2
100210023,_ơi mình_cũng đặc_hàng,2
217300001,mềm để_ý bông_gòn phủi phủi,2
224100019,dậy ủng_hộ,2
205100137,đổ,2
422211446,tặng thời,2
422211446,thương_hiệu,2
318900011,nhẹ_nhàng nhạy_cảm,2
249500019,đẹp cảnh,2
422204231,mình_dùng serum_được hằng_ngày có_từ từ_sáng lên_dùng routine_trị dưỡng_mụn cũng_phù hợp_serum thấm_nhanh không_bết _mình_dài_lòng,2
100220009,hạt scrub mát sạch sâu,2
422207787,mặt_nạ tinh_như tinh khủng_khiếp dưỡng thoáng rõ_rệt thường_xuyên mịn á_hài_lòng cực,2
422200306,lọ thơm dưỡng tối ngủ dậy mềm không_đổ trừ không_đủ laroche chừng ghét,2
249500019,mấy_bà muốn_tone thì_nên mua_màu hồng_mà loại_sữa _còn loại_này cũng_tone nhưng_trắng bằng_loại sữa_được cái_cái loại_này nó_lâu khô_và dễ_tán hơn_loại sữa,2
422208972,thuộc_dầu mụn_nhạy cảm_dùng bị_khô dùng_chắc cỡ_dòng nhưng_giờ mới_tìm được_chân ái_này dùng_thích làm_mịn giữ_độ ấm_cực tốt_đỉnh làm_luôn nên_dùng,2
422205151,rất_hiệu,2
204900159,mụn_ẩn sữa rữa laroc rữa hơi_chát,2
205100137,rất_ưng,2
422209444,không týp môi sưng nhẹ nhiệt_miệng ngưng test môi sưng tiếp,0
422202253,không_hài,0
100230059,rất_thích phẩm,2
422207812,chết thơm,2
318900002,vô_thưởng,1
422207283,tối hãng guarante sức bình_thường sức hãng mắc gấp không_thấm thích kềm chân_ái,2
